dataset,granularity,model,fold,method,reference,ece_method,ece_reference,delta_ece,ci_low,ci_high,p,best_lambda,n_students,family_key,p_holm,reject_holm,family_size
algebra2005,concept,simplekt,4,none,isotonic,0.01777508933794809,0.004129153977666996,0.013645935360281095,0.0015130118117262367,0.019205870919144455,0.0287971202879712,5000.0,114,concept|f4|none,0.2015798420157984,False,28
algebra2005,concept,simplekt,4,concept_aware_lambda0,isotonic,0.005594994570622282,0.004129153977666996,0.001465840592955286,-0.0007662028004314568,0.004031375482152843,0.2323767623237676,5000.0,114,concept|f4|concept_aware_lambda0,0.5789421057894211,False,28
algebra2005,concept,simplekt,4,concept_aware_eb,isotonic,0.004354152810750681,0.004129153977666996,0.00022499883308368506,-0.0010991271252117712,0.000984898342161977,0.8103189681031897,5000.0,114,concept|f4|concept_aware_eb,1.0,False,28
algebra2005,concept,simplekt,4,difficulty_bucket,isotonic,0.0041630081137129125,0.004129153977666996,3.385413604591655e-05,-0.000599378400900378,0.00041825304295551956,0.5871412858714129,5000.0,114,concept|f4|difficulty_bucket,1.0,False,28
assist2009,concept,dkt,0,none,isotonic,0.007414167955992682,0.009417894153786532,-0.00200372619779385,-0.0046688766463927915,0.002190949340953634,0.3163683631636836,5000.0,770,concept|f0|none,0.9491050894910509,False,28
assist2009,concept,dkt,0,concept_aware_lambda0,isotonic,0.015358643491545148,0.009417894153786532,0.005940749337758617,0.002239898018969251,0.009887733447607064,0.0027997200279972004,5000.0,770,concept|f0|concept_aware_lambda0,0.025197480251974803,True,28
assist2009,concept,dkt,0,concept_aware_eb,isotonic,0.009815394301981433,0.009417894153786532,0.0003975001481949011,-0.0005223621902069469,0.0013353067104190574,0.23717628237176283,5000.0,770,concept|f0|concept_aware_eb,1.0,False,28
assist2009,concept,dkt,0,difficulty_bucket,isotonic,0.009398755434458447,0.009417894153786532,-1.9138719328085085e-05,-0.0005268051946217655,0.00014119594367115087,0.47235276472352766,5000.0,770,concept|f0|difficulty_bucket,1.0,False,28
assist2009,concept,dkt,1,none,isotonic,0.008644893486503342,0.012392594600446994,-0.0037477011139436522,-0.012569277824286369,0.006738613774192166,0.5595440455954405,5000.0,770,concept|f1|none,1.0,False,28
assist2009,concept,dkt,1,concept_aware_lambda0,isotonic,0.01769666423583375,0.012392594600446994,0.005304069635386755,0.0027389009714306515,0.008183288719260811,0.000999900009999,5000.0,770,concept|f1|concept_aware_lambda0,0.00999900009999,True,28
assist2009,concept,dkt,1,concept_aware_eb,isotonic,0.0138284775880789,0.012392594600446994,0.0014358829876319062,-0.0004965411799371824,0.001899502970326341,0.09419058094190581,5000.0,770,concept|f1|concept_aware_eb,1.0,False,28
assist2009,concept,dkt,1,difficulty_bucket,isotonic,0.01239053371571343,0.012392594600446994,-2.0608847335640973e-06,-0.0001725873648945369,0.00022743122531983,0.9405059494050595,5000.0,770,concept|f1|difficulty_bucket,1.0,False,28
assist2009,concept,dkt,2,none,isotonic,0.010021374641505458,0.011096229315564081,-0.0010748546740586232,-0.002703790529792946,0.002828268504962869,0.45035496450354967,1000.0,770,concept|f2|none,1.0,False,28
assist2009,concept,dkt,2,concept_aware_lambda0,isotonic,0.019550946609971545,0.011096229315564081,0.008454717294407464,0.0064232739563510974,0.012133254449209084,0.00019998000199980003,1000.0,770,concept|f2|concept_aware_lambda0,0.005599440055994401,True,28
assist2009,concept,dkt,2,concept_aware_eb,isotonic,0.012541986696872202,0.011096229315564081,0.0014457573813081211,0.00016153761458798725,0.003139560800746543,0.026597340265973404,1000.0,770,concept|f2|concept_aware_eb,0.7447255274472553,False,28
